source,target,type,impact_score,mitigation
T3361,IT-06855,TARGETS,0.63,Isoler IT-06855 et appliquer les correctifs pour T3361.
CVE-2021-5480,IT-00528,TARGETS,0.56,Isoler IT-00528 et appliquer les correctifs pour CVE-2021-5480.
T3388,IT-02399,TARGETS,0.72,Isoler IT-02399 et appliquer les correctifs pour T3388.
T8359,IT-04625,TARGETS,0.74,Isoler IT-04625 et appliquer les correctifs pour T8359.
CVE-2020-8366,IT-03391,TARGETS,0.8,Isoler IT-03391 et appliquer les correctifs pour CVE-2020-8366.
CVE-2020-5581,IT-03540,TARGETS,0.92,Isoler IT-03540 et appliquer les correctifs pour CVE-2020-5581.
T1955,IT-08654,TARGETS,0.68,Isoler IT-08654 et appliquer les correctifs pour T1955.
CVE-2023-4892,IT-09024,TARGETS,0.87,Isoler IT-09024 et appliquer les correctifs pour CVE-2023-4892.
T3756,IT-06089,TARGETS,0.64,Isoler IT-06089 et appliquer les correctifs pour T3756.
T7165,IT-05367,TARGETS,0.99,Isoler IT-05367 et appliquer les correctifs pour T7165.
CVE-2023-8724,IT-08557,TARGETS,0.72,Isoler IT-08557 et appliquer les correctifs pour CVE-2023-8724.
T2634,IT-09759,TARGETS,0.76,Isoler IT-09759 et appliquer les correctifs pour T2634.
T2901,IT-07021,TARGETS,0.73,Isoler IT-07021 et appliquer les correctifs pour T2901.
CVE-2022-2940,IT-01623,TARGETS,0.64,Isoler IT-01623 et appliquer les correctifs pour CVE-2022-2940.
T2129,IT-01437,TARGETS,0.94,Isoler IT-01437 et appliquer les correctifs pour T2129.
CVE-2023-3221,IT-01282,TARGETS,0.7,Isoler IT-01282 et appliquer les correctifs pour CVE-2023-3221.
CVE-2024-9705,IT-00843,TARGETS,0.89,Isoler IT-00843 et appliquer les correctifs pour CVE-2024-9705.
CVE-2022-7827,IT-03832,TARGETS,0.85,Isoler IT-03832 et appliquer les correctifs pour CVE-2022-7827.
CVE-2025-3953,IT-06971,TARGETS,0.75,Isoler IT-06971 et appliquer les correctifs pour CVE-2025-3953.
T6968,IT-08394,TARGETS,0.76,Isoler IT-08394 et appliquer les correctifs pour T6968.
T2618,IT-00670,TARGETS,0.96,Isoler IT-00670 et appliquer les correctifs pour T2618.
CVE-2022-5850,IT-04921,TARGETS,0.8,Isoler IT-04921 et appliquer les correctifs pour CVE-2022-5850.
CVE-2021-5000,IT-05606,TARGETS,0.54,Isoler IT-05606 et appliquer les correctifs pour CVE-2021-5000.
T9470,IT-06932,TARGETS,1.0,Isoler IT-06932 et appliquer les correctifs pour T9470.
CVE-2024-6442,IT-08841,TARGETS,0.59,Isoler IT-08841 et appliquer les correctifs pour CVE-2024-6442.
T2230,IT-03838,TARGETS,0.91,Isoler IT-03838 et appliquer les correctifs pour T2230.
CVE-2022-6682,IT-05634,TARGETS,0.76,Isoler IT-05634 et appliquer les correctifs pour CVE-2022-6682.
T6234,IT-09690,TARGETS,1.0,Isoler IT-09690 et appliquer les correctifs pour T6234.
CVE-2022-9267,IT-03206,TARGETS,0.66,Isoler IT-03206 et appliquer les correctifs pour CVE-2022-9267.
CVE-2022-7916,IT-04542,TARGETS,0.89,Isoler IT-04542 et appliquer les correctifs pour CVE-2022-7916.
CVE-2022-1756,IT-04425,TARGETS,0.65,Isoler IT-04425 et appliquer les correctifs pour CVE-2022-1756.
CVE-2020-4520,IT-08838,TARGETS,0.63,Isoler IT-08838 et appliquer les correctifs pour CVE-2020-4520.
T6958,IT-08181,TARGETS,0.76,Isoler IT-08181 et appliquer les correctifs pour T6958.
T9199,IT-01421,TARGETS,0.59,Isoler IT-01421 et appliquer les correctifs pour T9199.
T6332,IT-07980,TARGETS,0.67,Isoler IT-07980 et appliquer les correctifs pour T6332.
CVE-2021-5683,IT-01702,TARGETS,0.51,Isoler IT-01702 et appliquer les correctifs pour CVE-2021-5683.
T6752,IT-07373,TARGETS,0.92,Isoler IT-07373 et appliquer les correctifs pour T6752.
CVE-2025-2628,IT-09504,TARGETS,0.81,Isoler IT-09504 et appliquer les correctifs pour CVE-2025-2628.
T8677,IT-04718,TARGETS,0.63,Isoler IT-04718 et appliquer les correctifs pour T8677.
T6360,IT-00006,TARGETS,0.59,Isoler IT-00006 et appliquer les correctifs pour T6360.
CVE-2022-5850,IT-09463,TARGETS,0.6,Isoler IT-09463 et appliquer les correctifs pour CVE-2022-5850.
T6467,IT-00790,TARGETS,0.91,Isoler IT-00790 et appliquer les correctifs pour T6467.
CVE-2025-4681,IT-07555,TARGETS,0.75,Isoler IT-07555 et appliquer les correctifs pour CVE-2025-4681.
CVE-2025-6938,IT-04895,TARGETS,0.87,Isoler IT-04895 et appliquer les correctifs pour CVE-2025-6938.
CVE-2022-4234,IT-04463,TARGETS,0.94,Isoler IT-04463 et appliquer les correctifs pour CVE-2022-4234.
CVE-2021-8462,IT-07458,TARGETS,0.88,Isoler IT-07458 et appliquer les correctifs pour CVE-2021-8462.
CVE-2020-4341,IT-00909,TARGETS,0.73,Isoler IT-00909 et appliquer les correctifs pour CVE-2020-4341.
CVE-2021-8945,IT-02881,TARGETS,0.91,Isoler IT-02881 et appliquer les correctifs pour CVE-2021-8945.
T3856,IT-07771,TARGETS,0.59,Isoler IT-07771 et appliquer les correctifs pour T3856.
T2618,IT-05216,TARGETS,0.98,Isoler IT-05216 et appliquer les correctifs pour T2618.
CVE-2023-5831,IT-08282,TARGETS,0.99,Isoler IT-08282 et appliquer les correctifs pour CVE-2023-5831.
CVE-2021-8055,IT-06901,TARGETS,0.68,Isoler IT-06901 et appliquer les correctifs pour CVE-2021-8055.
CVE-2021-3238,IT-05118,TARGETS,0.54,Isoler IT-05118 et appliquer les correctifs pour CVE-2021-3238.
T3282,IT-04715,TARGETS,0.81,Isoler IT-04715 et appliquer les correctifs pour T3282.
T7777,IT-02055,TARGETS,0.68,Isoler IT-02055 et appliquer les correctifs pour T7777.
T5555,IT-02502,TARGETS,0.71,Isoler IT-02502 et appliquer les correctifs pour T5555.
T7181,IT-03357,TARGETS,0.91,Isoler IT-03357 et appliquer les correctifs pour T7181.
CVE-2022-2517,IT-05527,TARGETS,0.68,Isoler IT-05527 et appliquer les correctifs pour CVE-2022-2517.
T3855,IT-06004,TARGETS,0.59,Isoler IT-06004 et appliquer les correctifs pour T3855.
CVE-2021-4911,IT-03678,TARGETS,0.64,Isoler IT-03678 et appliquer les correctifs pour CVE-2021-4911.
T8541,IT-03142,TARGETS,0.98,Isoler IT-03142 et appliquer les correctifs pour T8541.
CVE-2021-6908,IT-05441,TARGETS,0.73,Isoler IT-05441 et appliquer les correctifs pour CVE-2021-6908.
CVE-2021-2435,IT-07938,TARGETS,0.72,Isoler IT-07938 et appliquer les correctifs pour CVE-2021-2435.
T7410,IT-02429,TARGETS,0.74,Isoler IT-02429 et appliquer les correctifs pour T7410.
CVE-2024-8012,IT-09615,TARGETS,0.74,Isoler IT-09615 et appliquer les correctifs pour CVE-2024-8012.
T3219,IT-09979,TARGETS,0.57,Isoler IT-09979 et appliquer les correctifs pour T3219.
CVE-2020-8560,IT-03187,TARGETS,0.92,Isoler IT-03187 et appliquer les correctifs pour CVE-2020-8560.
CVE-2022-9902,IT-07148,TARGETS,0.64,Isoler IT-07148 et appliquer les correctifs pour CVE-2022-9902.
CVE-2023-8724,IT-05227,TARGETS,0.79,Isoler IT-05227 et appliquer les correctifs pour CVE-2023-8724.
CVE-2023-1946,IT-02576,TARGETS,0.96,Isoler IT-02576 et appliquer les correctifs pour CVE-2023-1946.
CVE-2022-7916,IT-01303,TARGETS,0.72,Isoler IT-01303 et appliquer les correctifs pour CVE-2022-7916.
T6355,IT-09490,TARGETS,0.72,Isoler IT-09490 et appliquer les correctifs pour T6355.
CVE-2025-1541,IT-03237,TARGETS,0.88,Isoler IT-03237 et appliquer les correctifs pour CVE-2025-1541.
T8541,IT-02586,TARGETS,0.8,Isoler IT-02586 et appliquer les correctifs pour T8541.
T4630,IT-04559,TARGETS,0.96,Isoler IT-04559 et appliquer les correctifs pour T4630.
T9076,IT-07231,TARGETS,0.84,Isoler IT-07231 et appliquer les correctifs pour T9076.
T3300,IT-01461,TARGETS,0.72,Isoler IT-01461 et appliquer les correctifs pour T3300.
CVE-2024-1045,IT-05221,TARGETS,0.88,Isoler IT-05221 et appliquer les correctifs pour CVE-2024-1045.
T2817,IT-08969,TARGETS,0.64,Isoler IT-08969 et appliquer les correctifs pour T2817.
CVE-2022-3905,IT-01929,TARGETS,0.88,Isoler IT-01929 et appliquer les correctifs pour CVE-2022-3905.
T1371,IT-07659,TARGETS,0.76,Isoler IT-07659 et appliquer les correctifs pour T1371.
CVE-2024-8292,IT-04499,TARGETS,0.92,Isoler IT-04499 et appliquer les correctifs pour CVE-2024-8292.
CVE-2023-4076,IT-05127,TARGETS,0.87,Isoler IT-05127 et appliquer les correctifs pour CVE-2023-4076.
T6360,IT-04916,TARGETS,0.63,Isoler IT-04916 et appliquer les correctifs pour T6360.
CVE-2023-8724,IT-01254,TARGETS,0.88,Isoler IT-01254 et appliquer les correctifs pour CVE-2023-8724.
T7141,IT-07723,TARGETS,0.85,Isoler IT-07723 et appliquer les correctifs pour T7141.
T9795,IT-03672,TARGETS,0.51,Isoler IT-03672 et appliquer les correctifs pour T9795.
T5267,IT-08666,TARGETS,0.52,Isoler IT-08666 et appliquer les correctifs pour T5267.
T5963,IT-06003,TARGETS,0.69,Isoler IT-06003 et appliquer les correctifs pour T5963.
T9379,IT-07190,TARGETS,0.77,Isoler IT-07190 et appliquer les correctifs pour T9379.
T4160,IT-09686,TARGETS,0.62,Isoler IT-09686 et appliquer les correctifs pour T4160.
CVE-2022-5269,IT-03361,TARGETS,0.51,Isoler IT-03361 et appliquer les correctifs pour CVE-2022-5269.
T8296,IT-09682,TARGETS,0.59,Isoler IT-09682 et appliquer les correctifs pour T8296.
T1185,IT-02315,TARGETS,0.63,Isoler IT-02315 et appliquer les correctifs pour T1185.
CVE-2023-1030,IT-01598,TARGETS,0.54,Isoler IT-01598 et appliquer les correctifs pour CVE-2023-1030.
CVE-2024-9998,IT-09421,TARGETS,0.67,Isoler IT-09421 et appliquer les correctifs pour CVE-2024-9998.
CVE-2025-6336,IT-00072,TARGETS,0.93,Isoler IT-00072 et appliquer les correctifs pour CVE-2025-6336.
T8324,IT-09317,TARGETS,0.95,Isoler IT-09317 et appliquer les correctifs pour T8324.
CVE-2025-8746,IT-02338,TARGETS,0.6,Isoler IT-02338 et appliquer les correctifs pour CVE-2025-8746.
T2719,IT-07800,TARGETS,0.55,Isoler IT-07800 et appliquer les correctifs pour T2719.
T4915,IT-01566,TARGETS,0.7,Isoler IT-01566 et appliquer les correctifs pour T4915.
CVE-2025-8031,IT-01817,TARGETS,0.62,Isoler IT-01817 et appliquer les correctifs pour CVE-2025-8031.
CVE-2025-2184,IT-04419,TARGETS,0.55,Isoler IT-04419 et appliquer les correctifs pour CVE-2025-2184.
CVE-2024-6442,IT-06451,TARGETS,0.8,Isoler IT-06451 et appliquer les correctifs pour CVE-2024-6442.
CVE-2020-7359,IT-04851,TARGETS,0.9,Isoler IT-04851 et appliquer les correctifs pour CVE-2020-7359.
CVE-2021-3088,IT-04500,TARGETS,0.92,Isoler IT-04500 et appliquer les correctifs pour CVE-2021-3088.
CVE-2022-6334,IT-09257,TARGETS,0.82,Isoler IT-09257 et appliquer les correctifs pour CVE-2022-6334.
CVE-2021-5000,IT-07947,TARGETS,0.53,Isoler IT-07947 et appliquer les correctifs pour CVE-2021-5000.
CVE-2024-3662,IT-02334,TARGETS,0.98,Isoler IT-02334 et appliquer les correctifs pour CVE-2024-3662.
CVE-2025-9800,IT-03480,TARGETS,0.56,Isoler IT-03480 et appliquer les correctifs pour CVE-2025-9800.
T1227,IT-05603,TARGETS,0.6,Isoler IT-05603 et appliquer les correctifs pour T1227.
T2929,IT-01865,TARGETS,0.77,Isoler IT-01865 et appliquer les correctifs pour T2929.
T5450,IT-02770,TARGETS,0.86,Isoler IT-02770 et appliquer les correctifs pour T5450.
T8563,IT-04660,TARGETS,0.97,Isoler IT-04660 et appliquer les correctifs pour T8563.
T8356,IT-05952,TARGETS,0.97,Isoler IT-05952 et appliquer les correctifs pour T8356.
T5450,IT-02619,TARGETS,0.73,Isoler IT-02619 et appliquer les correctifs pour T5450.
CVE-2020-9538,IT-08512,TARGETS,0.54,Isoler IT-08512 et appliquer les correctifs pour CVE-2020-9538.
CVE-2020-8280,IT-06608,TARGETS,0.56,Isoler IT-06608 et appliquer les correctifs pour CVE-2020-8280.
CVE-2024-8012,IT-01252,TARGETS,0.86,Isoler IT-01252 et appliquer les correctifs pour CVE-2024-8012.
T3901,IT-06503,TARGETS,0.63,Isoler IT-06503 et appliquer les correctifs pour T3901.
CVE-2023-5960,IT-03572,TARGETS,0.75,Isoler IT-03572 et appliquer les correctifs pour CVE-2023-5960.
CVE-2022-7754,IT-00024,TARGETS,0.8,Isoler IT-00024 et appliquer les correctifs pour CVE-2022-7754.
CVE-2022-1883,IT-02398,TARGETS,0.81,Isoler IT-02398 et appliquer les correctifs pour CVE-2022-1883.
T9076,IT-00017,TARGETS,0.87,Isoler IT-00017 et appliquer les correctifs pour T9076.
T6355,IT-05563,TARGETS,0.68,Isoler IT-05563 et appliquer les correctifs pour T6355.
T1882,IT-06550,TARGETS,0.91,Isoler IT-06550 et appliquer les correctifs pour T1882.
CVE-2023-2007,IT-05855,TARGETS,0.73,Isoler IT-05855 et appliquer les correctifs pour CVE-2023-2007.
CVE-2021-4911,IT-09836,TARGETS,0.7,Isoler IT-09836 et appliquer les correctifs pour CVE-2021-4911.
CVE-2022-9584,IT-02758,TARGETS,0.53,Isoler IT-02758 et appliquer les correctifs pour CVE-2022-9584.
T2310,IT-09359,TARGETS,0.64,Isoler IT-09359 et appliquer les correctifs pour T2310.
T4872,IT-09040,TARGETS,0.66,Isoler IT-09040 et appliquer les correctifs pour T4872.
T6952,IT-03696,TARGETS,0.52,Isoler IT-03696 et appliquer les correctifs pour T6952.
CVE-2022-7200,IT-06532,TARGETS,0.98,Isoler IT-06532 et appliquer les correctifs pour CVE-2022-7200.
T9171,IT-08999,TARGETS,0.92,Isoler IT-08999 et appliquer les correctifs pour T9171.
T1959,IT-02134,TARGETS,0.87,Isoler IT-02134 et appliquer les correctifs pour T1959.
CVE-2024-7370,IT-04676,TARGETS,0.94,Isoler IT-04676 et appliquer les correctifs pour CVE-2024-7370.
CVE-2020-2327,IT-09262,TARGETS,0.59,Isoler IT-09262 et appliquer les correctifs pour CVE-2020-2327.
T6234,IT-06930,TARGETS,0.73,Isoler IT-06930 et appliquer les correctifs pour T6234.
CVE-2020-3311,IT-04087,TARGETS,0.96,Isoler IT-04087 et appliquer les correctifs pour CVE-2020-3311.
T1058,IT-06270,TARGETS,0.96,Isoler IT-06270 et appliquer les correctifs pour T1058.
CVE-2021-3251,IT-01612,TARGETS,0.96,Isoler IT-01612 et appliquer les correctifs pour CVE-2021-3251.
T8878,IT-02356,TARGETS,0.62,Isoler IT-02356 et appliquer les correctifs pour T8878.
CVE-2022-2241,IT-06992,TARGETS,0.98,Isoler IT-06992 et appliquer les correctifs pour CVE-2022-2241.
T5805,IT-09856,TARGETS,0.61,Isoler IT-09856 et appliquer les correctifs pour T5805.
T4414,IT-09111,TARGETS,0.7,Isoler IT-09111 et appliquer les correctifs pour T4414.
CVE-2020-3108,IT-01210,TARGETS,0.78,Isoler IT-01210 et appliquer les correctifs pour CVE-2020-3108.
CVE-2024-6145,IT-09391,TARGETS,0.52,Isoler IT-09391 et appliquer les correctifs pour CVE-2024-6145.
CVE-2023-3393,IT-00905,TARGETS,0.64,Isoler IT-00905 et appliquer les correctifs pour CVE-2023-3393.
T7710,IT-09395,TARGETS,0.68,Isoler IT-09395 et appliquer les correctifs pour T7710.
T4895,IT-06961,TARGETS,0.81,Isoler IT-06961 et appliquer les correctifs pour T4895.
CVE-2021-9112,IT-00353,TARGETS,0.84,Isoler IT-00353 et appliquer les correctifs pour CVE-2021-9112.
CVE-2022-3624,IT-08481,TARGETS,0.91,Isoler IT-08481 et appliquer les correctifs pour CVE-2022-3624.
CVE-2025-9189,IT-07934,TARGETS,0.51,Isoler IT-07934 et appliquer les correctifs pour CVE-2025-9189.
T7567,IT-03003,TARGETS,0.91,Isoler IT-03003 et appliquer les correctifs pour T7567.
CVE-2022-1778,IT-09532,TARGETS,0.7,Isoler IT-09532 et appliquer les correctifs pour CVE-2022-1778.
CVE-2021-2597,IT-06219,TARGETS,0.53,Isoler IT-06219 et appliquer les correctifs pour CVE-2021-2597.
T2418,IT-02353,TARGETS,0.86,Isoler IT-02353 et appliquer les correctifs pour T2418.
CVE-2021-8462,IT-03980,TARGETS,0.57,Isoler IT-03980 et appliquer les correctifs pour CVE-2021-8462.
CVE-2024-7695,IT-06579,TARGETS,1.0,Isoler IT-06579 et appliquer les correctifs pour CVE-2024-7695.
T4093,IT-01514,TARGETS,0.94,Isoler IT-01514 et appliquer les correctifs pour T4093.
CVE-2022-3893,IT-02284,TARGETS,0.85,Isoler IT-02284 et appliquer les correctifs pour CVE-2022-3893.
CVE-2024-4344,IT-06425,TARGETS,0.66,Isoler IT-06425 et appliquer les correctifs pour CVE-2024-4344.
T8324,IT-06455,TARGETS,0.61,Isoler IT-06455 et appliquer les correctifs pour T8324.
T8203,IT-01301,TARGETS,0.98,Isoler IT-01301 et appliquer les correctifs pour T8203.
T1587,IT-05703,TARGETS,0.9,Isoler IT-05703 et appliquer les correctifs pour T1587.
T5459,IT-04964,TARGETS,0.74,Isoler IT-04964 et appliquer les correctifs pour T5459.
CVE-2022-3238,IT-04849,TARGETS,0.92,Isoler IT-04849 et appliquer les correctifs pour CVE-2022-3238.
T5246,IT-04543,TARGETS,0.6,Isoler IT-04543 et appliquer les correctifs pour T5246.
T7071,IT-05484,TARGETS,0.84,Isoler IT-05484 et appliquer les correctifs pour T7071.
CVE-2022-3238,IT-08630,TARGETS,0.65,Isoler IT-08630 et appliquer les correctifs pour CVE-2022-3238.
T5150,IT-03828,TARGETS,0.86,Isoler IT-03828 et appliquer les correctifs pour T5150.
CVE-2020-7359,IT-08832,TARGETS,0.71,Isoler IT-08832 et appliquer les correctifs pour CVE-2020-7359.
CVE-2024-8292,IT-02814,TARGETS,0.56,Isoler IT-02814 et appliquer les correctifs pour CVE-2024-8292.
CVE-2023-5960,IT-01753,TARGETS,0.73,Isoler IT-01753 et appliquer les correctifs pour CVE-2023-5960.
T5950,IT-03308,TARGETS,0.51,Isoler IT-03308 et appliquer les correctifs pour T5950.
CVE-2021-44228,IT-05668,TARGETS,0.72,Isoler IT-05668 et appliquer les correctifs pour CVE-2021-44228.
CVE-2024-2815,IT-01006,TARGETS,0.84,Isoler IT-01006 et appliquer les correctifs pour CVE-2024-2815.
CVE-2024-6369,IT-00800,TARGETS,0.98,Isoler IT-00800 et appliquer les correctifs pour CVE-2024-6369.
CVE-2020-8827,IT-06700,TARGETS,0.72,Isoler IT-06700 et appliquer les correctifs pour CVE-2020-8827.
T4081,IT-03847,TARGETS,0.92,Isoler IT-03847 et appliquer les correctifs pour T4081.
T2245,IT-06296,TARGETS,0.67,Isoler IT-06296 et appliquer les correctifs pour T2245.
T7337,IT-09897,TARGETS,0.82,Isoler IT-09897 et appliquer les correctifs pour T7337.
T8179,IT-00025,TARGETS,0.62,Isoler IT-00025 et appliquer les correctifs pour T8179.
T4949,IT-06781,TARGETS,0.72,Isoler IT-06781 et appliquer les correctifs pour T4949.
CVE-2025-6076,IT-09045,TARGETS,0.8,Isoler IT-09045 et appliquer les correctifs pour CVE-2025-6076.
T3856,IT-03513,TARGETS,0.92,Isoler IT-03513 et appliquer les correctifs pour T3856.
CVE-2021-4377,IT-07213,TARGETS,1.0,Isoler IT-07213 et appliquer les correctifs pour CVE-2021-4377.
CVE-2020-3947,IT-03752,TARGETS,0.75,Isoler IT-03752 et appliquer les correctifs pour CVE-2020-3947.
CVE-2022-1883,IT-04016,TARGETS,0.71,Isoler IT-04016 et appliquer les correctifs pour CVE-2022-1883.
T1371,IT-08864,TARGETS,0.57,Isoler IT-08864 et appliquer les correctifs pour T1371.
CVE-2024-3659,IT-05881,TARGETS,0.98,Isoler IT-05881 et appliquer les correctifs pour CVE-2024-3659.
T5963,IT-09722,TARGETS,0.68,Isoler IT-09722 et appliquer les correctifs pour T5963.
CVE-2020-6812,IT-05781,TARGETS,0.77,Isoler IT-05781 et appliquer les correctifs pour CVE-2020-6812.
CVE-2025-4792,IT-03955,TARGETS,0.98,Isoler IT-03955 et appliquer les correctifs pour CVE-2025-4792.
CVE-2021-4642,IT-00458,TARGETS,0.58,Isoler IT-00458 et appliquer les correctifs pour CVE-2021-4642.
CVE-2025-6656,IT-06099,TARGETS,0.96,Isoler IT-06099 et appliquer les correctifs pour CVE-2025-6656.
T6467,IT-06122,TARGETS,0.94,Isoler IT-06122 et appliquer les correctifs pour T6467.
CVE-2021-9202,IT-03981,TARGETS,0.73,Isoler IT-03981 et appliquer les correctifs pour CVE-2021-9202.
CVE-2021-2435,IT-08003,TARGETS,0.5,Isoler IT-08003 et appliquer les correctifs pour CVE-2021-2435.
CVE-2021-5540,IT-08455,TARGETS,0.94,Isoler IT-08455 et appliquer les correctifs pour CVE-2021-5540.
CVE-2023-1925,IT-01883,TARGETS,0.65,Isoler IT-01883 et appliquer les correctifs pour CVE-2023-1925.
CVE-2024-8517,IT-06995,TARGETS,0.97,Isoler IT-06995 et appliquer les correctifs pour CVE-2024-8517.
T5358,IT-01065,TARGETS,0.9,Isoler IT-01065 et appliquer les correctifs pour T5358.
T4499,IT-01056,TARGETS,0.55,Isoler IT-01056 et appliquer les correctifs pour T4499.
CVE-2021-3251,IT-02957,TARGETS,0.91,Isoler IT-02957 et appliquer les correctifs pour CVE-2021-3251.
T4402,IT-02533,TARGETS,0.57,Isoler IT-02533 et appliquer les correctifs pour T4402.
CVE-2022-8634,IT-08101,TARGETS,0.77,Isoler IT-08101 et appliquer les correctifs pour CVE-2022-8634.
T7410,IT-02617,TARGETS,0.73,Isoler IT-02617 et appliquer les correctifs pour T7410.
CVE-2017-0144,IT-08327,TARGETS,0.61,Isoler IT-08327 et appliquer les correctifs pour CVE-2017-0144.
CVE-2023-4016,IT-03232,TARGETS,0.82,Isoler IT-03232 et appliquer les correctifs pour CVE-2023-4016.
CVE-2022-5524,IT-07781,TARGETS,0.59,Isoler IT-07781 et appliquer les correctifs pour CVE-2022-5524.
T9087,IT-00609,TARGETS,0.58,Isoler IT-00609 et appliquer les correctifs pour T9087.
T4854,IT-02357,TARGETS,0.82,Isoler IT-02357 et appliquer les correctifs pour T4854.
T1262,IT-07714,TARGETS,0.64,Isoler IT-07714 et appliquer les correctifs pour T1262.
T2618,IT-00944,TARGETS,0.96,Isoler IT-00944 et appliquer les correctifs pour T2618.
T5122,IT-03441,TARGETS,0.92,Isoler IT-03441 et appliquer les correctifs pour T5122.
T2752,IT-01478,TARGETS,0.88,Isoler IT-01478 et appliquer les correctifs pour T2752.
CVE-2022-2241,IT-05879,TARGETS,0.72,Isoler IT-05879 et appliquer les correctifs pour CVE-2022-2241.
T9199,IT-02011,TARGETS,0.79,Isoler IT-02011 et appliquer les correctifs pour T9199.
T1377,IT-06518,TARGETS,0.73,Isoler IT-06518 et appliquer les correctifs pour T1377.
T5120,IT-06978,TARGETS,0.96,Isoler IT-06978 et appliquer les correctifs pour T5120.
